Event Type,Code,Type,Response,RT,RT Uncertainty,Time,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur
Picture,1_RW_HighFRW_HF1_tratar.png,hit,1,6090,2,316899,1,6214,2,0,17000
Picture,2_RW_LowFRW_LF1_tejer.png,hit,1,6405,3,328023,1,6514,2,0,17000
Picture,3_PWPW_HF1_negro.png,hit,2,6020,3,339448,1,6113,2,0,17000
Picture,4_RW_LowFRW_LF1_azufre.png,hit,1,6657,2,350571,1,6715,2,0,17000
Picture,5_RW_HighFRW_HF1_cabeza.png,hit,1,4691,2,362297,1,4810,2,0,17000
Picture,6_CSCS_HF1_ruido.png,hit,2,5451,2,372017,1,5512,2,0,17000
Picture,7_RW_HighFRW_HF1_carcel.png,hit,1,4848,2,382540,1,4910,2,0,17000
Picture,8_PWPW_HF1_bailar.png,hit,2,6447,2,392461,1,6514,2,0,17000
Picture,9_CSCS_HF1_futuro.png,hit,2,6042,2,403986,1,6113,2,0,17000
Picture,11_RW_HighFRW_HF1_ganar.png,hit,1,4838,2,415110,1,4910,2,0,17000
Picture,12_RW_LowFRW_LF1_minero.png,hit,1,8036,2,425031,1,8117,2,0,17000
Picture,13_RW_LowFRW_LF1_encias.png,hit,1,5228,2,438159,1,5311,2,0,17000
Picture,14_CSCS_HF1_feliz.png,hit,2,4986,2,448481,1,5111,2,0,17000
Picture,15_CSCS_HF1_ganar.png,hit,2,4645,3,458502,2,4711,3,0,17000
Picture,17_RW_LowFRW_LF1_furor.png,hit,1,5084,2,468223,1,5211,2,0,17000
Picture,18_CSCS_LF1_petate.png,hit,2,6642,2,478345,1,6714,2,0,17000
Picture,19_RW_LowFRW_LF1_peine.png,hit,1,4517,2,490070,1,4610,2,0,17000
Picture,20_PWPW_LF1_hachis.png,hit,2,7856,2,499691,1,7917,2,0,17000
Picture,21_CSCS_HF1_color.png,hit,2,4849,2,512618,1,4911,2,0,17000
Picture,23_PWPW_HF1_llego.png,hit,2,7486,2,522540,1,7616,2,0,17000
Picture,24_RW_HighFRW_HF1_veras.png,hit,1,4480,2,535066,1,4610,2,0,17000
Picture,25_CSCS_LF1_quicio.png,hit,2,4959,2,544587,1,5011,2,0,17000
Picture,26_PWPW_HF1_resto.png,hit,2,6538,2,554608,1,6614,2,0,17000
Picture,27_PWPW_LF1_higos.png,hit,2,5313,2,566233,1,5412,2,0,17000
Picture,29_CSCS_LF1_nocion.png,hit,2,4591,2,576555,1,4710,2,0,17000
Picture,30_PWPW_LF1_hazana.png,hit,2,6330,2,586176,1,6414,2,0,17000
Picture,31_PWPW_LF1_cuenco.png,hit,2,6986,2,597600,1,7115,3,0,17000
Picture,32_RW_LowFRW_LF1_coraza.png,hit,1,5680,2,609626,1,5712,2,0,17000
Picture,33_RW_LowFRW_LF1_exigir.png,hit,1,4316,3,620349,1,4409,2,0,17000
Picture,34_RW_LowFRW_LF1_reptil.png,hit,1,5856,3,629769,1,5913,2,0,17000
Picture,35_PWPW_HF1_saber.png,hit,2,7012,2,640693,1,7115,2,0,17000
Picture,36_RW_LowFRW_LF1_quicio.png,hit,1,6507,2,652718,1,6614,2,0,17000
Picture,37_RW_LowFRW_LF1_vaciar.png,hit,1,4262,2,664243,1,4309,2,0,17000
Picture,38_RW_LowFRW_LF1_astros.png,hit,1,6142,2,673563,1,6213,2,0,17000
Picture,39_PWPW_LF1_ceniza.png,incorrect,1,11958,2,684787,1,12026,2,0,17000
Picture,40_RW_HighFRW_HF1_unidad.png,hit,1,5161,3,701823,1,5212,2,0,17000
Picture,43_PWPW_LF1_coyote.png,hit,2,7979,2,712045,1,8017,2,0,17000
Picture,44_RW_HighFRW_HF1_camino.png,hit,1,4471,2,725073,1,4510,2,0,17000
Picture,45_RW_LowFRW_LF1_vasija.png,incorrect,2,6310,2,734594,1,6413,2,0,17000
Picture,46_RW_HighFRW_HF1_grande.png,hit,1,5786,2,745918,1,5912,3,0,17000
Picture,47_PWPW_HF1_verdad.png,hit,2,8883,2,756741,1,8919,2,0,17000
Picture,49_RW_LowFRW_LF1_nocion.png,hit,1,5353,2,770671,1,5411,2,0,17000
Picture,50_PWPW_LF1_danes.png,incorrect,1,5171,2,781093,1,5211,2,0,17000
Picture,51_PWPW_HF1_color.png,hit,2,8388,2,791315,1,8518,2,0,17000
Picture,52_RW_LowFRW_LF1_pubis.png,hit,1,5680,2,804744,1,5712,2,0,17000
Picture,54_RW_HighFRW_HF1_cerca.png,hit,1,5996,2,815467,1,6113,2,0,17000
Picture,55_PWPW_HF1_leche.png,hit,2,6493,2,826490,1,6614,2,0,17000
Picture,56_PWPW_HF1_morir.png,hit,2,8888,2,838015,1,9019,2,0,17000
Picture,57_PWPW_HF1_grande.png,hit,2,7678,2,851945,1,7716,2,0,17000
Picture,58_RW_HighFRW_HF1_ultimo.png,hit,1,4631,2,864672,1,4710,2,0,17000
Picture,60_PWPW_LF1_cordon.png,hit,2,11629,3,874393,1,11725,2,0,17000
Picture,61_RW_HighFRW_HF1_llevar.png,hit,1,5394,2,891028,1,5512,2,0,17000
Picture,62_RW_LowFRW_LF1_copos.png,hit,1,6251,2,901451,1,6313,2,0,17000
Picture,63_CSCS_HF1_unidad.png,hit,2,5007,3,912775,1,5111,2,0,17000
Picture,64_PWPW_LF1_sigilo.png,hit,2,7226,2,922796,1,7316,2,0,17000
Picture,65_RW_LowFRW_LF1_ceder.png,hit,1,4899,2,935123,1,5011,2,0,17000
Picture,66_RW_HighFRW_HF1_viejo.png,hit,1,4738,2,945044,1,4810,2,0,17000
Picture,67_RW_LowFRW_LF1_rasgo.png,hit,1,4757,2,954865,1,4810,2,0,17000
Picture,68_RW_HighFRW_HF1_verdad.png,hit,1,4536,2,964686,1,4610,2,0,17000
Picture,69_PWPW_LF1_reptil.png,hit,2,4675,2,974307,1,4710,2,0,17000
Picture,70_RW_HighFRW_HF1_calle.png,hit,1,5673,3,984028,1,5712,2,0,17000
Picture,71_RW_HighFRW_HF1_entrar.png,hit,1,4871,3,994750,2,4911,3,0,17000
Picture,73_CSCS_LF1_cuenco.png,hit,2,5429,2,1004672,1,5512,2,0,17000
Picture,74_CSCS_HF1_vender.png,hit,2,5307,2,1015194,1,5412,2,0,17000
Picture,75_PWPW_LF1_astros.png,hit,2,7545,2,1025516,1,7617,2,0,17000
Picture,77_RW_LowFRW_LF1_ceniza.png,hit,1,4438,2,1038143,1,4510,2,0,17000
Picture,78_PWPW_LF1_consul.png,hit,2,7317,2,1047664,1,7416,2,0,17000
Picture,80_PWPW_LF1_ranura.png,hit,2,6671,2,1059990,1,6715,2,0,17000
Picture,81_CSCS_LF1_lienzo.png,incorrect,1,4546,2,1071715,1,4610,2,0,17000
Picture,82_RW_LowFRW_LF1_rendir.png,hit,1,5404,3,1081336,1,5512,2,0,17000
Picture,85_CSCS_HF1_carcel.png,hit,2,5222,2,1091758,1,5312,2,0,17000
Picture,86_PWPW_LF1_lucro.png,hit,2,9540,2,1102080,1,9621,2,0,17000
Picture,87_PWPW_HF1_seguir.png,hit,2,9468,2,1116712,1,9520,2,0,17000
Picture,88_PWPW_HF1_tomar.png,hit,2,7577,2,1131243,1,7616,2,0,17000
Picture,89_CSCS_HF1_chica.png,hit,2,4790,2,1143870,1,4910,2,0,17000
Picture,90_PWPW_HF1_pedido.png,hit,2,7929,2,1153691,1,8017,2,0,17000
