Event Type,Code,Type,Response,RT,RT Uncertainty,Time,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur
Picture,1_RW_HighFRW_HF1_cerca.png,hit,1,31540,3,432246,2,17037,3,0,17000
Picture,2_CSCS_LF1_exigir.png,hit,2,8961,2,468825,1,9320,2,0,17000
Picture,3_RW_HighFRW_HF1_vender.png,hit,1,6611,2,482855,1,7115,2,0,17000
Picture,4_PWPW_HF1_ruido.png,hit,2,8665,3,494480,1,8919,2,0,17000
Picture,5_RW_HighFRW_HF1_medida.png,hit,1,6537,2,508209,1,6815,2,0,17000
Picture,6_PWPW_LF1_vejez.png,hit,2,6191,2,519834,1,6514,2,0,17000
Picture,7_CSCS_LF1_obrero.png,hit,2,6727,2,531058,1,7316,2,0,17000
Picture,8_PWPW_LF1_cuenco.png,incorrect,1,11222,2,542883,1,11625,2,0,17000
Picture,9_PWPW_HF1_bailar.png,hit,2,10667,2,559118,1,11124,2,0,17000
Picture,10_CSCS_HF1_cuatro.png,hit,2,14453,2,574852,1,14932,2,0,17000
Picture,11_PWPW_LF1_sigilo.png,hit,2,11630,3,594394,1,11825,2,0,17000
Picture,12_PWPW_LF1_vereda.png,hit,2,12494,2,611130,1,12727,2,0,17000
Picture,13_CSCS_LF1_tejer.png,hit,2,7357,2,628667,1,7817,2,0,17000
Picture,14_PWPW_HF1_ultimo.png,hit,2,10290,2,641094,1,10522,2,0,17000
Picture,15_RW_HighFRW_HF1_cielo.png,hit,1,6797,2,656427,1,7215,2,0,17000
Picture,16_RW_LowFRW_LF1_rendir.png,hit,1,7132,2,668252,1,7616,2,0,17000
Picture,17_PWPW_HF1_grande.png,hit,2,13226,2,680478,1,13329,2,0,17000
Picture,19_RW_HighFRW_HF1_chica.png,hit,1,7066,3,698717,1,7516,2,0,17000
Picture,20_CSCS_HF1_bailar.png,hit,2,7100,2,710843,1,7516,2,0,17000
Picture,21_CSCS_HF1_resto.png,hit,2,6414,2,722969,1,6915,2,0,17000
Picture,22_PWPW_LF1_nocion.png,hit,2,9229,2,734394,1,9620,2,0,17000
Picture,25_CSCS_LF1_consul.png,hit,2,5939,2,748724,1,6314,2,0,17000
Picture,27_RW_LowFRW_LF1_umbral.png,hit,1,11715,2,759748,1,12226,2,0,17000
Picture,28_RW_HighFRW_HF1_saber.png,hit,1,7939,2,776484,1,8518,2,0,17000
Picture,29_PWPW_LF1_torax.png,incorrect,1,10510,3,789512,1,10823,2,0,17000
Picture,32_PWPW_LF1_suceso.png,hit,2,9297,2,805045,1,9721,2,0,17000
Picture,33_CSCS_LF1_lienzo.png,hit,2,6086,2,819376,1,6514,2,0,17000
Picture,35_RW_LowFRW_LF1_peine.png,hit,1,6403,3,830499,2,6915,3,0,17000
Picture,36_RW_HighFRW_HF1_entrar.png,hit,1,7458,2,841924,1,7917,2,0,17000
Picture,37_RW_LowFRW_LF1_pecas.png,hit,1,7251,2,854451,1,7516,2,0,17000
Picture,38_RW_LowFRW_LF1_sastre.png,hit,1,8125,2,866777,1,8418,2,0,17000
Picture,40_PWPW_LF1_sastre.png,hit,2,17616,2,880006,1,17036,2,0,17000
Picture,41_PWPW_LF1_cebo.png,hit,2,8007,2,902654,1,8418,2,0,17000
Picture,42_PWPW_HF1_lucha.png,hit,2,6659,2,915682,1,6815,2,0,17000
Picture,43_PWPW_LF1_rendir.png,incorrect,1,8774,2,927407,1,8919,2,0,17000
Picture,44_PWPW_LF1_hazana.png,hit,2,17984,2,941237,1,17036,2,0,17000
Picture,45_RW_LowFRW_LF1_indole.png,hit,1,7815,2,964286,1,8117,3,0,17000
Picture,46_PWPW_LF1_prever.png,hit,2,8186,3,977114,1,8718,2,0,17000
Picture,47_CSCS_HF1_ganar.png,hit,2,6318,2,990342,1,6714,2,0,17000
Picture,48_RW_HighFRW_HF1_unidad.png,hit,1,11554,2,1001666,1,11926,2,0,17000
Picture,50_RW_HighFRW_HF1_partir.png,hit,1,5798,2,1018302,1,6013,2,0,17000
Picture,53_RW_HighFRW_HF1_tratar.png,hit,1,5375,2,1029125,1,5712,2,0,17000
Picture,54_PWPW_HF1_llevo.png,hit,2,7993,2,1039547,1,8318,2,0,17000
Picture,55_PWPW_HF1_morir.png,hit,2,6325,2,1052575,1,6715,2,0,17000
Picture,56_RW_LowFRW_LF1_lumbre.png,hit,1,6500,2,1064000,1,6814,2,0,17000
Picture,57_PWPW_HF1_dejar.png,hit,2,8175,2,1075524,1,8218,2,0,17000
