Event Type,Code,Type,Response,RT,RT Uncertainty,Time,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur
Picture,1_CSCS_HF2_reloj.png,hit,2,17376,2,208668,1,17036,2,0,17000
Picture,2_RW_LowFRW_LF2_capote.png,hit,1,6128,2,231116,1,6213,2,0,17000
Picture,3_PWPW_HF2_hijo.png,hit,2,13465,3,242339,2,13530,3,0,17000
Picture,4_PWPW_LF2_chofer.png,hit,2,9405,3,260879,2,9521,3,0,17000
Picture,5_RW_LowFRW_LF2_yanqui.png,hit,1,10333,3,275310,1,10423,2,0,17000
Picture,7_PWPW_HF2_prensa.png,hit,2,8260,2,290743,1,8318,2,0,17000
Picture,8_CSCS_LF2_jazmin.png,hit,2,9091,3,304072,1,9220,2,0,17000
Picture,9_RW_LowFRW_LF2_trepar.png,hit,1,6641,2,318202,1,6714,2,0,17000
Picture,13_RW_HighFRW_HF2_dinero.png,hit,1,5476,2,329927,1,5512,2,0,17000
Picture,14_RW_LowFRW_LF2_azote.png,hit,1,6713,2,340450,1,6814,2,0,17000
Picture,15_CSCS_LF2_trecho.png,hit,2,6428,2,352175,1,6514,2,0,17000
Picture,16_PWPW_HF2_pueblo.png,incorrect,1,6184,2,363699,1,6214,2,0,17000
Picture,17_PWPW_HF2_subir.png,hit,2,13039,4,374923,2,13129,3,0,17000
Picture,18_PWPW_LF2_casual.png,hit,2,11780,2,393062,1,11826,2,0,17000
Picture,19_PWPW_LF2_elevar.png,hit,2,13024,2,409898,1,13128,3,0,17000
Picture,21_PWPW_LF2_cano.png,hit,2,8025,2,427937,1,8117,2,0,17000
Picture,22_CSCS_LF2_capote.png,hit,2,7937,2,441065,1,8017,2,0,17000
Picture,23_RW_LowFRW_LF2_lances.png,hit,1,9389,2,454093,1,9520,2,0,17000
Picture,24_PWPW_HF2_comer.png,hit,2,8157,3,468524,1,8217,3,0,17000
Picture,25_RW_HighFRW_HF2_viento.png,hit,1,7569,3,481752,1,7617,2,0,17000
Picture,26_PWPW_LF2_cocido.png,hit,2,7582,2,494379,1,7617,2,0,17000
