Event Type,Code,Type,Response,RT,RT Uncertainty,Time,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur
Picture,1_RW_HighFRW_HF1_quizas.png,hit,1,6999,3,73578,1,7115,2,0,17000
Picture,2_RW_HighFRW_HF1_jamas.png,hit,1,5693,3,85604,1,5812,2,0,17000
Picture,3_RW_LowFRW_LF1_astros.png,hit,1,7770,2,96327,1,7816,2,0,17000
Picture,4_PWPW_HF1_puerto.png,hit,2,7503,2,109154,1,7616,2,0,17000
Picture,5_CSCS_LF1_cuenca.png,hit,2,9936,2,121681,1,10021,2,0,17000
Picture,7_PWPW_LF1_ceniza.png,hit,2,8583,3,136713,1,8618,2,0,17000
Picture,10_CSCS_LF1_carmin.png,hit,2,6954,3,150342,1,7015,2,0,17000
Picture,11_CSCS_LF1_reptil.png,hit,2,5808,2,162368,1,5912,3,0,17000
Picture,12_PWPW_HF1_carino.png,hit,2,9385,2,173191,1,9420,2,0,17000
Picture,13_RW_LowFRW_LF1_pecas.png,hit,1,6394,2,187622,1,6514,2,0,17000
Picture,15_CSCS_LF1_quicio.png,hit,2,8490,2,199046,1,8619,2,0,17000
Picture,16_RW_LowFRW_LF1_suegra.png,hit,1,8000,3,212575,1,8117,3,0,17000
Picture,18_RW_LowFRW_LF1_azufre.png,hit,1,8572,3,225603,1,8618,2,0,17000
Picture,20_CSCS_HF1_cuatro.png,hit,2,5983,2,239232,1,6113,2,0,17000
Picture,21_CSCS_HF1_piensa.png,hit,2,7119,2,250256,1,7215,2,0,17000
Picture,22_RW_LowFRW_LF1_ranura.png,hit,1,5953,2,262382,1,6012,2,0,17000
Picture,23_RW_LowFRW_LF1_prado.png,hit,1,9090,2,273405,1,9220,2,0,17000
Picture,24_PWPW_HF1_padre.png,hit,2,6719,2,287535,1,6815,2,0,17000
Picture,25_RW_LowFRW_LF1_sastre.png,hit,1,7554,2,299260,1,7617,2,0,17000
Picture,26_CSCS_LF1_utero.png,hit,2,6447,2,311887,1,6514,2,0,17000
Picture,27_CSCS_HF1_salida.png,hit,2,7002,2,323412,1,7115,2,0,17000
Picture,28_RW_LowFRW_LF1_ceder.png,hit,1,10656,2,335438,1,10723,2,0,17000
Picture,29_RW_LowFRW_LF1_chivo.png,hit,1,7242,3,351171,1,7316,2,0,17000
Picture,30_PWPW_LF1_cordon.png,hit,2,8515,2,363498,1,8618,2,0,17000
Picture,31_CSCS_LF1_coyote.png,hit,2,5466,2,377027,1,5511,2,0,17000
Picture,32_RW_LowFRW_LF1_reptil.png,hit,1,6464,2,387549,1,6514,2,0,17000
Picture,33_CSCS_LF1_clero.png,hit,2,7499,2,399074,1,7616,2,0,17000
Picture,34_CSCS_LF1_obrero.png,hit,2,6012,2,411601,1,6113,2,0,17000
Picture,35_PWPW_LF1_vaciar.png,hit,2,8508,2,422624,1,8619,2,0,17000
Picture,37_PWPW_LF1_rasgo.png,hit,2,7379,2,436153,1,7416,2,0,17000
Picture,38_CSCS_HF1_resto.png,hit,2,4472,2,448580,1,4509,2,0,17000
Picture,39_RW_HighFRW_HF1_nombre.png,hit,1,7352,2,458100,1,7416,2,0,17000
Picture,42_CSCS_HF1_ruido.png,hit,2,6205,2,470527,1,6313,2,0,17000
Picture,43_RW_LowFRW_LF1_furor.png,hit,1,6821,2,481751,1,6914,2,0,17000
Picture,44_PWPW_HF1_ganar.png,incorrect,1,6655,2,493676,1,6714,2,0,17000
Picture,45_RW_LowFRW_LF1_vereda.png,hit,1,6290,2,505401,1,6414,2,0,17000
Picture,46_CSCS_LF1_tejer.png,hit,2,5926,2,516725,1,6013,2,0,17000
Picture,47_PWPW_HF1_color.png,hit,2,6102,2,527749,1,6213,2,0,17000
Picture,48_RW_LowFRW_LF1_butaca.png,hit,1,6818,2,538873,1,6914,2,0,17000
Picture,49_PWPW_LF1_torax.png,incorrect,1,10512,3,550698,1,10623,2,0,17000
Picture,50_RW_HighFRW_HF1_resto.png,hit,1,6899,2,566231,1,7015,2,0,17000
Picture,52_RW_HighFRW_HF1_camino.png,hit,1,5533,2,578157,1,5612,2,0,17000
Picture,53_RW_LowFRW_LF1_coyote.png,hit,1,5631,2,588779,1,5712,3,0,17000
Picture,54_PWPW_LF1_lumbre.png,hit,2,8188,2,599502,1,8318,2,0,17000
