Event Type,Code,Type,Response,RT,RT Uncertainty,Time,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur
Picture,1_CSCS_HF1_salida.png,hit,2,19146,2,145031,1,17036,2,0,17000
Picture,2_RW_HighFRW_HF1_viejo.png,hit,1,5955,2,169182,1,6013,2,0,17000
Picture,3_PWPW_HF1_leche.png,incorrect,1,8290,3,180206,1,8418,2,0,17000
Picture,4_CSCS_HF1_ultimo.png,hit,2,7282,4,193534,2,7316,3,0,17000
Picture,5_PWPW_HF1_avion.png,hit,2,9195,2,205861,1,9320,2,0,17000
Picture,6_RW_HighFRW_HF1_verdad.png,hit,1,6885,2,220091,1,7015,2,0,17000
Picture,7_RW_LowFRW_LF1_copos.png,hit,1,7519,2,232017,1,7616,2,0,17000
Picture,8_RW_LowFRW_LF1_buey.png,hit,1,6033,2,244543,1,6113,2,0,17000
Picture,9_RW_HighFRW_HF1_vender.png,hit,1,8269,2,255667,1,8318,2,0,17000
Picture,10_PWPW_LF1_sastre.png,hit,2,7819,2,268996,1,7917,2,0,17000
Picture,11_PWPW_HF1_llego.png,hit,2,8832,2,281823,1,8919,2,0,17000
Picture,12_RW_HighFRW_HF1_venido.png,hit,1,7622,2,295753,1,7716,2,0,17000
Picture,13_RW_LowFRW_LF1_butaca.png,hit,1,8335,2,308480,1,8418,2,0,17000
Picture,15_RW_HighFRW_HF1_cielo.png,hit,1,5625,3,321909,1,5712,2,0,17000
Picture,16_CSCS_LF1_vicio.png,hit,2,6102,3,332632,1,6213,2,0,17000
Picture,17_PWPW_LF1_ranura.png,hit,2,7699,2,343755,1,7817,2,0,17000
Picture,18_RW_HighFRW_HF1_verano.png,hit,1,6331,2,356483,1,6413,2,0,17000
Picture,19_PWPW_HF1_seguir.png,hit,2,6747,2,367907,1,6815,2,0,17000
Picture,20_PWPW_HF1_siente.png,hit,2,9081,3,379732,1,9120,2,0,17000
Picture,21_RW_HighFRW_HF1_mitad.png,hit,1,6391,3,393862,1,6514,2,0,17000
Picture,22_RW_LowFRW_LF1_zombi.png,hit,1,8006,2,405287,1,8117,2,0,17000
Picture,23_PWPW_HF1_sucede.png,hit,2,7378,2,418315,1,7416,2,0,17000
Picture,24_RW_HighFRW_HF1_valor.png,hit,1,6872,2,430741,1,6915,2,0,17000
Picture,25_RW_LowFRW_LF1_cuenco.png,hit,1,6786,2,442667,1,6914,3,0,17000
Picture,26_RW_LowFRW_LF1_sastre.png,hit,1,5841,2,454492,1,5913,2,0,17000
Picture,27_RW_LowFRW_LF1_furor.png,hit,1,6278,2,465415,1,6314,2,0,17000
Picture,28_PWPW_HF1_accion.png,hit,2,6153,3,476739,2,6214,3,0,17000
Picture,29_CSCS_HF1_ruido.png,hit,2,6769,3,487963,2,6815,3,0,17000
Picture,31_CSCS_HF1_unidad.png,hit,2,6143,2,499789,1,6213,2,0,17000
Picture,33_CSCS_LF1_utero.png,hit,2,5559,2,511013,1,5612,2,0,17000
Picture,34_CSCS_HF1_ganar.png,hit,2,5897,2,521635,1,6013,2,0,17000
Picture,35_CSCS_LF1_vasija.png,hit,2,4813,2,532559,1,4910,2,0,17000
Picture,36_RW_LowFRW_LF1_sequia.png,hit,1,5392,4,542379,2,5513,3,0,17000
Picture,39_CSCS_LF1_consul.png,hit,2,5929,2,552802,1,6013,2,0,17000
Picture,40_RW_LowFRW_LF1_coraza.png,hit,1,6425,2,563826,1,6514,2,0,17000
Picture,41_PWPW_HF1_llegar.png,hit,2,8661,2,575350,1,8719,2,0,17000
Picture,42_PWPW_LF1_hachis.png,hit,2,7171,2,589080,1,7215,2,0,17000
Picture,43_CSCS_HF1_marido.png,hit,2,5264,3,601306,1,5311,2,0,17000
Picture,44_CSCS_LF1_obrero.png,hit,2,4702,3,611628,1,4810,2,0,17000
Picture,45_PWPW_HF1_llevar.png,hit,2,6342,3,621348,2,6414,3,0,17000
Picture,46_RW_LowFRW_LF1_umbral.png,hit,1,5877,2,632773,1,5913,2,0,17000
Picture,47_PWPW_LF1_racion.png,hit,2,7114,2,643696,1,7216,2,0,17000
Picture,48_PWPW_LF1_sigilo.png,hit,2,6188,2,655822,1,6314,2,0,17000
Picture,49_PWPW_LF1_alumna.png,hit,2,5763,3,667046,1,5813,2,0,17000
Picture,50_CSCS_LF1_nocion.png,hit,2,5260,2,677869,1,5312,2,0,17000
Picture,51_CSCS_LF1_petate.png,hit,2,4778,2,688191,1,4811,2,0,17000
Picture,52_PWPW_HF1_llevo.png,hit,2,6637,2,698012,1,6715,2,0,17000
Picture,54_PWPW_HF1_nombre.png,hit,2,6912,2,709737,1,7015,2,0,17000
Picture,55_PWPW_LF1_higos.png,hit,2,6586,2,721663,1,6714,2,0,17000
Picture,56_CSCS_LF1_tejer.png,hit,2,5041,2,733288,1,5111,2,0,17000
Picture,57_PWPW_LF1_juncos.png,hit,2,7720,2,743409,1,7817,2,0,17000
Picture,58_CSCS_HF1_feliz.png,hit,2,4672,4,756136,2,4711,3,0,17000
Picture,59_RW_HighFRW_HF1_piensa.png,hit,1,7911,2,765857,1,8017,2,0,17000
Picture,61_PWPW_LF1_merced.png,hit,2,7143,2,778785,1,7215,2,0,17000
Picture,64_RW_HighFRW_HF1_lucha.png,hit,1,6517,2,791011,1,6614,2,0,17000
Picture,65_RW_HighFRW_HF1_tomar.png,hit,1,6512,2,802536,1,6614,2,0,17000
Picture,66_PWPW_LF1_peine.png,hit,2,6427,3,814060,1,6514,2,0,17000
Picture,67_PWPW_LF1_grueso.png,hit,2,7942,2,825585,1,8017,2,0,17000
Picture,68_RW_HighFRW_HF1_rato.png,hit,1,7074,2,838613,1,7115,2,0,17000
Picture,69_PWPW_HF1_verdad.png,hit,2,9028,2,850739,1,9119,2,0,17000
Picture,70_PWPW_HF1_lluvia.png,hit,2,11538,2,864869,1,11625,2,0,17000
Picture,71_PWPW_LF1_danes.png,hit,2,7142,2,881504,1,7216,2,0,17000
Picture,72_PWPW_LF1_cauce.png,hit,2,6755,2,893731,1,6814,2,0,17000
Picture,73_PWPW_LF1_coyote.png,hit,2,5250,2,905556,1,5311,2,0,17000
Picture,75_RW_LowFRW_LF1_peine.png,hit,1,7088,2,915878,1,7215,2,0,17000
Picture,76_RW_LowFRW_LF1_astros.png,hit,1,10882,2,928004,1,10923,2,0,17000
Picture,78_RW_LowFRW_LF1_torax.png,hit,1,5988,2,943938,1,6113,2,0,17000
Picture,80_CSCS_HF1_vender.png,hit,2,5845,2,954961,1,5913,2,0,17000
Picture,81_PWPW_LF1_esbozo.png,hit,2,7400,2,965885,1,7516,2,0,17000
Picture,82_RW_HighFRW_HF1_feliz.png,hit,1,8734,2,978311,1,8819,2,0,17000
Picture,84_PWPW_LF1_lucro.png,hit,2,6424,2,992141,1,6514,2,0,17000
Picture,85_CSCS_LF1_sastre.png,hit,2,4660,2,1003665,1,4710,3,0,17000
Picture,86_RW_LowFRW_LF1_danes.png,hit,1,6379,2,1013386,1,6414,2,0,17000
Picture,88_CSCS_LF1_colcha.png,hit,2,6633,3,1024811,1,6714,2,0,17000
Picture,91_RW_LowFRW_LF1_petate.png,hit,1,7068,2,1036536,1,7115,2,0,17000
Picture,92_CSCS_LF1_lienzo.png,hit,2,7022,2,1048662,1,7115,2,0,17000
Picture,93_PWPW_HF1_perder.png,hit,2,7697,3,1060787,2,7817,3,0,17000
Picture,94_RW_LowFRW_LF1_colcha.png,incorrect,2,5769,2,1073515,1,5812,2,0,17000
Picture,95_RW_LowFRW_LF1_juncos.png,hit,1,6866,2,1084338,1,6915,2,0,17000
Picture,96_CSCS_HF1_dejar.png,hit,2,6700,2,1096263,1,6815,2,0,17000
Picture,97_CSCS_HF1_piensa.png,hit,2,5455,2,1107988,1,5512,2,0,17000
Picture,98_PWPW_HF1_entrar.png,hit,2,6692,2,1118511,1,6814,2,0,17000
Picture,99_PWPW_LF1_carmin.png,hit,2,5607,2,1130236,1,5712,2,0,17000
Picture,100_PWPW_LF1_astros.png,hit,2,4744,2,1140859,1,4810,2,0,17000
Picture,101_PWPW_LF1_zombi.png,hit,2,5323,2,1150680,1,5411,2,0,17000
Picture,102_PWPW_LF1_coraza.png,incorrect,1,5861,2,1161102,1,5912,3,0,17000
Picture,103_CSCS_HF1_partir.png,hit,2,4697,3,1172025,1,4810,3,0,17000
Picture,104_PWPW_LF1_clero.png,hit,2,4576,2,1181746,1,4610,2,0,17000
Picture,106_CSCS_LF1_butaca.png,hit,2,4235,2,1191367,1,4309,2,0,17000
Picture,107_CSCS_LF1_carmin.png,hit,2,4036,2,1200686,1,4109,2,0,17000
Picture,109_PWPW_LF1_vejez.png,hit,2,3796,2,1209806,1,3908,2,0,17000
Picture,110_PWPW_HF1_cuatro.png,hit,2,6337,2,1218625,1,6413,3,0,17000
Picture,111_PWPW_LF1_cuenco.png,hit,2,4913,2,1230049,1,5011,2,0,17000
Picture,112_PWPW_LF1_suegra.png,hit,2,5471,2,1239970,1,5512,2,0,17000
Picture,113_CSCS_LF1_pudor.png,hit,2,3988,2,1250493,1,4109,2,0,17000
Picture,114_CSCS_HF1_amiga.png,hit,2,4089,2,1259512,1,4209,2,0,17000
