PWzRT,PWzACC,PWzCOMB,WLzRT,WLzACC,WLzCOMB,WHzRT,WHzACC,WHzCOMB,CSzRT,CSzACC,CSzCOMB,SUBJECT
0.551389557079351,0.022266668864847,-0.529122888214504,0.0591923446274124,0.69092754645907,0.631735201831657,-0.608661257931578,0.955281846903299,1.56394310483488,-1.06621082136213,0.955281846903299,2.02149266826543,S001
2.70508236426975,-0.644172744019765,-3.34925510828952,1.90041600626524,-0.630843955762071,-2.53125996202732,0.635010711134884,0.162218945570614,-0.47279176556427,-0.179429973335534,0.955281846903299,1.13471182023883,S002
0.668391390098212,-0.763021105984185,-1.4314124960824,0.0980137379819622,-0.8951982562063,-0.993211994188263,-0.280048747289738,0.14877720148023,0.428825948769968,-0.870204768168653,0.955281846903299,1.82548661507195,S003
2.33907465796209,-3.14220980998224,-5.48128446794433,0.444906354227657,-0.102135354873615,-0.547041709101272,-0.117805072636711,0.686446965095609,0.804252037732321,-0.467154919331761,0.955281846903299,1.42243676623506,S004
-0.0267242515763024,0.426573246014843,0.453297497591145,0.216514905753749,-0.366489655317842,-0.583004561071591,-0.841377106239467,0.955281846903299,1.79665895314277,-1.67161357973172,0.955281846903299,2.62689542663502,S005
0.942922463628634,-0.644172744019765,-1.5870952076484,0.463948535188374,0.162218945570614,-0.30172958961776,0.0502937647306136,0.69092754645907,0.640633781728456,-0.666979470061142,0.426573246014843,1.09355271607599,S006
1.66495834910309,0.0300417953485004,-1.63491655375459,0.922211755138455,0.162218945570614,-0.759992809567841,0.149411332620462,0.955281846903299,0.805870514282837,-0.433760954631911,0.955281846903299,1.38904280153521,S007
-0.42969307283641,-1.71047580463514,-1.28078273179873,-0.915717613335363,-0.8951982562063,0.0205193571290627,-1.58585679068548,-0.102135354873615,1.48372143581187,-1.91466344253878,0.426573246014843,2.34123668855363,S008
-0.0562062343361627,-1.8204383077611,-1.76423207342494,-0.3781326640009,-0.12005768032746,0.25807498367344,-1.04939009191906,-0.630843955762071,0.418546136156991,-1.44184949241652,0.426573246014843,1.86842273843136,S009
0.00144806282567496,-0.498666805539958,-0.500114868365633,-0.128684690797001,-0.8951982562063,-0.766513565409299,-0.689074939922277,-0.38889256213515,0.300182377787128,-1.59159909400749,0.955281846903299,2.54688094091079,S010
2.85039590994689,-1.29172970687264,-4.14212561681954,2.47708364445979,-0.8951982562063,-3.37228190066609,1.40117732818918,0.162218945570614,-1.23895838261857,0.415587346495267,0.686446965095609,0.270859618600342,S011
