Event Type,Code,Type,Response,RT,RT Uncertainty,Time,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur
Picture,1_PWPW_HF2_comida.png,hit,2,8281,2,99834,1,8318,2,0,17000
Picture,2_RW_HighFRW_HF2_muerto.png,hit,1,5751,3,113163,1,5812,2,0,17000
Picture,3_CSCS_LF2_naipes.png,hit,2,5328,2,123986,1,5411,2,0,17000
Picture,4_CSCS_LF2_puas.png,hit,2,5226,2,134408,1,5311,3,0,17000
Picture,5_CSCS_HF2_anoche.png,hit,2,4744,2,144730,1,4810,2,0,17000
Picture,6_RW_LowFRW_LF2_oidas.png,hit,1,5723,2,154551,1,5813,2,0,17000
Picture,7_RW_LowFRW_LF2_rareza.png,hit,1,5540,2,165374,1,5612,2,0,17000
Picture,8_PWPW_LF2_devoto.png,hit,2,6916,3,175997,1,7015,2,0,17000
Picture,9_RW_LowFRW_LF2_posar.png,hit,1,6511,4,187922,2,6615,3,0,17000
Picture,12_RW_LowFRW_LF2_menton.png,hit,1,6186,3,199447,1,6314,2,0,17000
Picture,13_PWPW_HF2_bosque.png,hit,2,7682,2,210671,1,7717,2,0,17000
Picture,14_PWPW_LF2_oidas.png,incorrect,1,4795,2,223398,1,4911,2,0,17000
Picture,15_RW_LowFRW_LF2_soplo.png,hit,1,5934,2,233219,1,6013,2,0,17000
Picture,16_RW_HighFRW_HF2_doctor.png,hit,1,4910,2,244243,1,5011,2,0,17000
Picture,17_PWPW_HF2_pueblo.png,hit,2,6669,2,254164,1,6714,3,0,17000
Picture,18_RW_LowFRW_LF2_enredo.png,hit,1,6223,2,265889,1,6314,2,0,17000
Picture,19_PWPW_LF2_posar.png,hit,2,7299,3,277213,1,7416,2,0,17000
Picture,20_PWPW_LF2_larvas.png,hit,2,6012,2,289540,1,6113,2,0,17000
Picture,21_PWPW_HF2_salud.png,hit,2,5229,2,300563,1,5312,2,0,17000
Picture,23_PWPW_HF2_cinco.png,hit,2,5067,2,310885,1,5111,2,0,17000
Picture,24_PWPW_HF2_quedar.png,hit,2,6304,3,321007,1,6414,2,0,17000
Picture,25_PWPW_HF2_manos.png,hit,2,5300,3,332331,1,5412,2,0,17000
Picture,26_PWPW_LF2_yanqui.png,hit,2,4898,2,342653,1,5011,2,0,17000
Picture,27_PWPW_LF2_dorso.png,hit,2,5457,3,352574,2,5512,3,0,17000
Picture,28_PWPW_LF2_enzima.png,hit,2,5014,2,363097,1,5111,2,0,17000
Picture,29_RW_HighFRW_HF2_cadena.png,hit,1,4673,2,373118,1,4710,3,0,17000
Picture,30_RW_LowFRW_LF2_cobro.png,hit,1,5512,2,382839,1,5612,2,0,17000
Picture,31_PWPW_LF2_miope.png,hit,2,4989,2,393362,1,5111,2,0,17000
Picture,32_PWPW_HF2_detras.png,hit,2,5927,3,403383,1,6013,2,0,17000
Picture,33_PWPW_LF2_manojo.png,hit,2,6423,2,414407,1,6514,2,0,17000
Picture,34_PWPW_LF2_hocico.png,hit,2,8419,2,425931,1,8518,3,0,17000
Picture,35_RW_LowFRW_LF2_cocido.png,hit,1,4910,2,439360,1,5011,2,0,17000
Picture,37_PWPW_HF2_llamar.png,hit,2,5229,2,449281,1,5312,2,0,17000
Picture,40_RW_LowFRW_LF2_chofer.png,hit,1,5386,3,459603,1,5512,2,0,17000
Picture,41_PWPW_LF2_prior.png,hit,2,5043,3,470026,1,5110,2,0,17000
Picture,42_RW_LowFRW_LF2_miope.png,hit,1,4762,2,480147,1,4810,3,0,17000
Picture,43_RW_HighFRW_HF2_creer.png,hit,1,4461,2,489968,1,4510,2,0,17000
Picture,45_RW_HighFRW_HF2_salvar.png,hit,1,5101,3,499488,2,5212,3,0,17000
Picture,47_RW_LowFRW_LF2_cutis.png,hit,1,5939,2,509610,1,6013,2,0,17000
Picture,51_RW_LowFRW_LF2_prior.png,incorrect,2,6354,3,520634,1,6413,2,0,17000
