Event Type,Code,Type,Response,RT,RT Uncertainty,Time,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur
Picture,1_CSCS_LF2_capote.png,hit,2,16429,2,78589,1,16736,2,0,17000
Picture,2_PWPW_LF2_trecho.png,hit,2,9943,2,100035,1,10222,2,0,17000
Picture,3_RW_HighFRW_HF2_doctor.png,hit,1,7709,3,115068,1,7917,2,0,17000
Picture,4_CSCS_HF2_motivo.png,hit,2,6182,2,127795,1,6313,2,0,17000
Picture,5_CSCS_LF2_clamor.png,hit,2,6558,2,139019,1,6815,2,0,17000
Picture,7_RW_HighFRW_HF2_cadena.png,hit,1,5973,2,150644,1,6013,2,0,17000
Picture,8_RW_HighFRW_HF2_motivo.png,hit,1,9029,2,161668,1,9119,2,0,17000
Picture,11_RW_LowFRW_LF2_trecho.png,hit,1,6659,2,175798,1,6814,3,0,17000
Picture,14_CSCS_LF2_eludir.png,hit,2,5494,2,187523,1,5712,2,0,17000
Picture,15_RW_LowFRW_LF2_hocico.png,hit,1,7131,2,198046,1,7215,2,0,17000
Picture,16_RW_LowFRW_LF2_rocio.png,hit,1,6665,2,210272,1,6714,2,0,17000
Picture,17_RW_LowFRW_LF2_parir.png,hit,1,7180,2,221997,1,7316,2,0,17000
Picture,20_RW_HighFRW_HF2_buscar.png,hit,1,7114,2,234223,1,7216,2,0,17000
Picture,22_PWPW_HF2_pelear.png,incorrect,1,6428,2,246349,1,6514,2,0,17000
Picture,23_RW_HighFRW_HF2_tienda.png,hit,1,7302,3,257874,1,7516,2,0,17000
Picture,25_PWPW_LF2_optar.png,hit,2,7056,3,270200,1,7116,2,0,17000
Picture,27_CSCS_LF2_cutis.png,hit,2,6450,2,282326,1,6615,2,0,17000
Picture,29_RW_LowFRW_LF2_desliz.png,hit,1,7005,2,293851,1,7216,2,0,17000
Picture,30_PWPW_HF2_ayuda.png,hit,2,7859,2,305877,1,8117,2,0,17000
Picture,31_RW_LowFRW_LF2_posar.png,hit,1,6771,2,318805,1,6914,2,0,17000
Picture,32_CSCS_HF2_llama.png,hit,2,7426,2,330630,1,7616,2,0,17000
Picture,33_PWPW_LF2_prenda.png,incorrect,1,8499,2,343157,1,8618,2,0,17000
Picture,34_PWPW_LF2_biceps.png,hit,2,8650,2,356686,1,8919,2,0,17000
Picture,35_RW_LowFRW_LF2_cursi.png,hit,1,7561,2,370415,1,7717,2,0,17000
Picture,36_CSCS_HF2_ingles.png,hit,2,7974,2,383042,1,8018,2,0,17000
Picture,37_PWPW_HF2_evitar.png,incorrect,1,10386,2,396070,1,10623,2,0,17000
Picture,38_PWPW_HF2_joven.png,hit,2,9832,3,411503,1,9922,2,0,17000
Picture,39_PWPW_LF2_rienda.png,hit,2,10100,2,426435,1,10222,2,0,17000
Picture,40_CSCS_LF2_jazmin.png,hit,2,6887,2,441568,1,7015,2,0,17000
Picture,41_PWPW_HF2_prensa.png,hit,2,9762,2,453493,1,9821,3,0,17000
Picture,43_PWPW_HF2_pueblo.png,hit,2,8770,2,468325,1,9020,2,0,17000
Picture,44_RW_HighFRW_HF2_muerto.png,hit,1,7260,2,482155,1,7316,2,0,17000
Picture,46_RW_HighFRW_HF2_contar.png,hit,1,7654,2,494481,1,7717,2,0,17000
Picture,47_PWPW_HF2_viste.png,hit,2,7326,2,507209,1,7416,2,0,17000
Picture,49_RW_HighFRW_HF2_volver.png,hit,1,5620,2,519635,1,5813,2,0,17000
Picture,50_RW_LowFRW_LF2_oidas.png,hit,1,7696,3,530358,1,7817,2,0,17000
Picture,51_RW_HighFRW_HF2_prensa.png,hit,1,7689,2,543086,1,7816,2,0,17000
Picture,52_RW_LowFRW_LF2_enredo.png,hit,1,8721,2,555813,1,8819,2,0,17000
Picture,53_RW_HighFRW_HF2_pueblo.png,hit,1,7552,2,569542,1,7817,2,0,17000
Picture,54_RW_HighFRW_HF2_amigo.png,hit,1,7485,2,582169,1,7617,2,0,17000
Picture,55_PWPW_LF2_larvas.png,hit,2,7918,2,594696,1,8017,2,0,17000
Picture,56_PWPW_HF2_comida.png,hit,2,10430,2,607624,1,10523,2,0,17000
Picture,57_CSCS_LF2_casual.png,hit,2,7217,2,623157,1,7316,2,0,17000
Picture,58_PWPW_LF2_alcoba.png,hit,2,8990,2,635384,1,9219,2,0,17000
Picture,59_RW_HighFRW_HF2_juego.png,hit,1,6160,2,649414,1,6213,2,0,17000
Picture,60_CSCS_HF2_pelear.png,hit,2,6296,2,660638,1,6413,2,0,17000
Picture,62_RW_LowFRW_LF2_vello.png,incorrect,2,9611,3,671962,1,9821,2,0,17000
Picture,63_CSCS_LF2_prole.png,hit,2,10900,2,686593,1,11124,2,0,17000
Picture,64_RW_LowFRW_LF2_chofer.png,hit,1,8165,3,702528,1,8217,2,0,17000
Picture,65_RW_LowFRW_LF2_eludir.png,hit,1,6777,2,715756,1,6915,2,0,17000
Picture,68_PWPW_LF2_hebreo.png,hit,2,6952,2,727581,1,7015,2,0,17000
Picture,69_RW_HighFRW_HF2_evitar.png,hit,1,5966,2,739607,1,6213,2,0,17000
Picture,70_PWPW_HF2_muerto.png,hit,2,8862,2,750631,1,8919,2,0,17000
Picture,71_PWPW_LF2_fauces.png,hit,2,8852,2,764561,1,8919,2,0,17000
Picture,72_RW_LowFRW_LF2_encaje.png,hit,1,6683,2,778490,1,6815,2,0,17000
Picture,73_PWPW_LF2_ladrar.png,hit,2,8717,2,790216,1,8919,2,0,17000
Picture,74_RW_HighFRW_HF2_joven.png,hit,1,6108,2,803945,1,6213,2,0,17000
Picture,75_RW_LowFRW_LF2_dorso.png,hit,1,8183,3,815069,1,8318,2,0,17000
Picture,76_PWPW_HF2_sombra.png,hit,2,7675,3,828297,1,7717,2,0,17000
Picture,78_RW_HighFRW_HF2_estado.png,hit,1,13427,2,841025,1,13529,2,0,17000
Picture,80_RW_LowFRW_LF2_cobro.png,hit,1,7388,2,859464,1,7516,2,0,17000
Picture,81_PWPW_HF2_cuello.png,hit,2,9601,2,871891,1,9821,2,0,17000
Picture,82_PWPW_HF2_estado.png,hit,2,9770,2,886522,1,9821,2,0,17000
Picture,83_RW_LowFRW_LF2_compas.png,hit,1,6458,2,901354,1,6714,2,0,17000
Picture,84_PWPW_LF2_chofer.png,hit,2,8853,2,912879,1,8919,2,0,17000
Picture,85_RW_LowFRW_LF2_arder.png,hit,1,6923,2,926809,1,7015,2,0,17000
Picture,88_RW_LowFRW_LF2_enzima.png,hit,1,8658,2,938834,1,8819,2,0,17000
Picture,89_RW_HighFRW_HF2_origen.png,hit,1,15167,3,952564,1,15533,2,0,17000
Picture,90_PWPW_LF2_ropero.png,incorrect,1,7724,2,972807,1,7917,2,0,17000
Picture,91_PWPW_HF2_nino.png,hit,2,8016,2,985635,1,8318,2,0,17000
Picture,92_RW_LowFRW_LF2_azote.png,hit,1,6828,2,998663,1,6914,3,0,17000
Picture,93_PWPW_HF2_chico.png,hit,2,7703,2,1010588,1,7817,2,0,17000
Picture,94_PWPW_HF2_tienda.png,hit,2,8095,2,1023316,1,8217,2,0,17000
Picture,95_CSCS_LF2_cursi.png,hit,2,8567,2,1036444,1,8819,2,0,17000
Picture,96_RW_LowFRW_LF2_nausea.png,hit,1,8538,2,1050073,1,8618,2,0,17000
Picture,97_RW_HighFRW_HF2_jugar.png,hit,1,9309,2,1063702,1,9420,2,0,17000
Picture,98_RW_HighFRW_HF2_noche.png,hit,1,7298,2,1078033,1,7516,2,0,17000
