Event Type,Code,Type,Response,RT,RT Uncertainty,Time,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur
Picture,2_RW_LowFRW_LF2_posar.png,hit,1,12350,2,150242,1,12527,2,0,17000
Picture,4_PWPW_HF2_hijo.png,hit,2,14192,2,167679,1,14331,2,0,17000
Picture,5_RW_HighFRW_HF2_comer.png,hit,1,11911,2,186920,1,12126,2,0,17000
Picture,6_PWPW_HF2_nino.png,hit,2,54013,3,203857,1,17036,2,0,17000
Picture,8_RW_HighFRW_HF2_viste.png,hit,1,15467,2,262883,1,15834,2,0,17000
Picture,9_PWPW_HF2_contar.png,incorrect,1,32043,2,283427,1,17036,2,0,17000
Picture,10_PWPW_LF2_guino.png,hit,2,13603,2,320506,1,13729,2,0,17000
Picture,11_RW_HighFRW_HF2_cinco.png,hit,1,7603,2,339146,1,7816,2,0,17000
Picture,14_CSCS_HF2_sentir.png,hit,2,8896,2,351773,1,9119,2,0,17000
Picture,15_PWPW_LF2_sereno.png,incorrect,1,7207,3,365702,2,7316,3,0,17000
Picture,16_RW_HighFRW_HF2_manos.png,hit,1,8739,3,377929,1,8919,2,0,17000
Picture,17_PWPW_HF2_llama.png,hit,2,11710,3,391758,1,11926,2,0,17000
Picture,18_RW_LowFRW_LF2_hiedra.png,hit,1,12174,2,408494,1,12326,2,0,17000
Picture,19_PWPW_HF2_pueblo.png,hit,2,18217,2,425731,1,17036,2,0,17000
Picture,20_RW_HighFRW_HF2_sangre.png,hit,1,6807,4,448980,2,7015,4,0,17000
Picture,21_PWPW_HF2_campo.png,hit,2,8821,2,460806,1,9019,2,0,17000
Picture,22_PWPW_LF2_naipes.png,hit,2,11152,2,474635,1,11325,2,0,17000
Picture,23_PWPW_HF2_conoce.png,hit,2,13557,2,490870,1,13729,2,0,17000
Picture,25_RW_HighFRW_HF2_joven.png,hit,1,6756,3,509510,1,6915,2,0,17000
Picture,26_PWPW_LF2_tercio.png,hit,2,12211,2,521335,1,12326,3,0,17000
Picture,28_RW_LowFRW_LF2_naipes.png,hit,1,8094,2,538572,1,8318,2,0,17000
Picture,29_CSCS_HF2_grupo.png,hit,2,6726,2,551700,1,7015,2,0,17000
Picture,30_PWPW_HF2_estado.png,hit,2,16501,2,563525,1,16636,2,0,17000
Picture,31_PWPW_LF2_cerco.png,hit,2,12715,2,585071,1,12928,2,0,17000
Picture,32_PWPW_HF2_sombra.png,incorrect,1,11056,2,602809,1,11224,2,0,17000
Picture,34_PWPW_HF2_origen.png,hit,2,6521,2,618944,1,6714,2,0,17000
Picture,35_CSCS_LF2_antojo.png,hit,2,5776,2,630569,1,5912,2,0,17000
Picture,39_RW_LowFRW_LF2_arder.png,incorrect,2,21912,3,641392,1,17036,2,0,17000
Picture,40_PWPW_LF2_fauces.png,hit,2,11835,2,668349,1,11926,2,0,17000
Picture,41_PWPW_LF2_grosor.png,hit,2,10898,2,685286,1,11123,2,0,17000
Picture,42_RW_LowFRW_LF2_cursi.png,hit,1,12964,2,701220,1,13128,2,0,17000
Picture,43_CSCS_HF2_cuarto.png,hit,2,7886,2,719258,1,8017,2,0,17000
Picture,44_CSCS_HF2_pueblo.png,hit,2,5517,3,732186,1,5612,2,0,17000
Picture,45_CSCS_LF2_ropero.png,hit,2,5054,2,742809,1,5211,2,0,17000
Picture,46_RW_HighFRW_HF2_fuerza.png,hit,1,6773,2,752930,1,7015,2,0,17000
Picture,48_PWPW_HF2_camara.png,hit,2,10867,2,764756,1,10923,2,0,17000
Picture,49_RW_LowFRW_LF2_desliz.png,hit,1,8213,2,780690,1,8418,2,0,17000
Picture,50_RW_HighFRW_HF2_buscar.png,hit,1,5785,2,793918,1,6013,2,0,17000
Picture,51_CSCS_HF2_anoche.png,hit,2,6401,3,804741,1,6514,2,0,17000
Picture,52_PWPW_HF2_amigo.png,hit,2,9377,2,816165,1,9621,2,0,17000
Picture,53_CSCS_LF2_cutis.png,hit,2,7026,2,830596,1,7316,2,0,17000
Picture,54_RW_HighFRW_HF2_tocar.png,hit,1,5940,2,842722,1,6113,2,0,17000
Picture,56_PWPW_HF2_llamar.png,incorrect,1,5955,3,853746,1,6113,2,0,17000
Picture,58_PWPW_LF2_biceps.png,hit,2,7172,3,864769,1,7316,2,0,17000
Picture,59_RW_LowFRW_LF2_reja.png,hit,1,11906,2,876995,1,12026,2,0,17000
Picture,60_CSCS_LF2_capote.png,hit,2,5609,2,893932,1,5812,2,0,17000
Picture,62_CSCS_LF2_romero.png,hit,2,6747,2,904554,1,6915,2,0,17000
Picture,63_RW_HighFRW_HF2_creer.png,hit,1,7721,2,916380,1,7816,2,0,17000
Picture,64_RW_LowFRW_LF2_sereno.png,incorrect,2,7953,3,929107,1,8117,2,0,17000
Picture,65_RW_LowFRW_LF2_elevar.png,hit,1,9245,3,942135,1,9320,2,0,17000
Picture,66_RW_HighFRW_HF2_comida.png,hit,1,6115,2,956465,1,6414,2,0,17000
Picture,67_CSCS_LF2_cobijo.png,hit,2,5791,2,967589,1,5913,2,0,17000
Picture,68_CSCS_HF2_fuerza.png,hit,2,5448,2,978412,1,5612,2,0,17000
Picture,69_PWPW_HF2_muerto.png,hit,2,10125,2,988935,1,10322,2,0,17000
Picture,70_RW_HighFRW_HF2_tienda.png,hit,1,6832,3,1004067,1,7015,2,0,17000
Picture,71_CSCS_HF2_llamar.png,hit,2,5866,2,1015993,1,6012,2,0,17000
Picture,73_RW_HighFRW_HF2_hijo.png,hit,1,6943,2,1026916,1,7115,2,0,17000
Picture,74_RW_LowFRW_LF2_clamor.png,hit,1,8117,2,1038942,1,8217,2,0,17000
Picture,75_RW_LowFRW_LF2_cobijo.png,hit,1,8029,2,1052070,1,8217,2,0,17000
Picture,76_CSCS_LF2_prole.png,hit,2,5701,2,1065198,1,5812,2,0,17000
Picture,77_PWPW_LF2_menton.png,hit,2,9137,2,1075921,1,9320,2,0,17000
Picture,78_RW_HighFRW_HF2_sitio.png,hit,1,7627,2,1090151,1,7917,2,0,17000
Picture,79_RW_LowFRW_LF2_dorso.png,hit,1,7380,2,1102878,1,7516,2,0,17000
Picture,81_RW_HighFRW_HF2_conoce.png,hit,1,5993,2,1115305,1,6113,2,0,17000
Picture,82_RW_HighFRW_HF2_salvar.png,hit,1,5450,2,1126328,1,5612,2,0,17000
Picture,86_PWPW_LF2_rizos.png,incorrect,1,7566,3,1136851,1,7716,2,0,17000
Picture,88_CSCS_LF2_menton.png,hit,2,5259,3,1149478,1,5512,2,0,17000
Picture,90_RW_HighFRW_HF2_bosque.png,hit,1,6697,2,1159800,1,6815,2,0,17000
Picture,93_RW_HighFRW_HF2_evitar.png,hit,1,8412,2,1171525,1,8618,2,0,17000
Picture,94_CSCS_HF2_viento.png,hit,2,6183,2,1184954,1,6313,2,0,17000
Picture,95_PWPW_LF2_mascar.png,hit,2,9679,2,1196178,1,9821,2,0,17000
Picture,98_RW_HighFRW_HF2_casado.png,hit,1,7028,2,1210909,1,7216,2,0,17000
Picture,100_PWPW_HF2_cinco.png,hit,2,7141,2,1223035,1,7216,2,0,17000
Picture,101_PWPW_LF2_lances.png,hit,2,9235,2,1235261,1,9420,2,0,17000
Picture,102_PWPW_HF2_unico.png,hit,2,11704,2,1249592,1,11925,2,0,17000
Picture,103_CSCS_LF2_alcoba.png,hit,2,8088,2,1266328,1,8217,2,0,17000
Picture,104_CSCS_HF2_blanco.png,hit,2,6719,3,1279456,1,6915,2,0,17000
Picture,106_RW_LowFRW_LF2_trecho.png,hit,1,8894,3,1291281,1,9119,3,0,17000
Picture,107_RW_HighFRW_HF2_ciudad.png,hit,1,5844,2,1305211,1,5912,2,0,17000
Picture,108_RW_HighFRW_HF2_cuello.png,hit,1,5241,2,1316134,1,5412,2,0,17000
Picture,109_PWPW_HF2_tienda.png,hit,2,8199,2,1326456,1,8318,2,0,17000
Picture,110_CSCS_HF2_unico.png,hit,2,5851,3,1339684,2,6013,3,0,17000
Picture,111_PWPW_LF2_cobijo.png,hit,2,6607,2,1350608,1,6814,2,0,17000
Picture,112_PWPW_HF2_marcha.png,hit,2,7541,3,1362233,1,7716,2,0,17000
Picture,113_RW_LowFRW_LF2_casual.png,hit,1,8194,2,1374860,1,8317,2,0,17000
Picture,114_RW_LowFRW_LF2_rocio.png,hit,1,12246,2,1388088,1,12426,3,0,17000
Picture,115_RW_LowFRW_LF2_menton.png,hit,1,7549,2,1405425,1,7716,3,0,17000
Picture,116_PWPW_HF2_comida.png,hit,2,8601,3,1418052,1,8819,2,0,17000
Picture,117_RW_HighFRW_HF2_llamar.png,hit,1,7852,2,1431681,1,8017,2,0,17000
Picture,118_PWPW_HF2_bosque.png,hit,2,9564,2,1444609,1,9721,2,0,17000
Picture,120_RW_LowFRW_LF2_dictar.png,hit,1,6853,2,1459240,1,7015,2,0,17000
Picture,121_CSCS_LF2_hocico.png,hit,2,5167,2,1471166,1,5311,2,0,17000
Picture,122_PWPW_LF2_trecho.png,hit,2,7906,2,1481387,1,8018,2,0,17000
Picture,123_PWPW_HF2_quedar.png,hit,2,9058,2,1494315,1,9320,2,0,17000
Picture,124_PWPW_LF2_puas.png,hit,2,8447,2,1508445,1,8619,2,0,17000
Picture,125_PWPW_LF2_cocido.png,hit,2,10038,2,1521974,1,10222,2,0,17000
Picture,126_RW_HighFRW_HF2_camara.png,hit,1,6986,2,1537106,1,7116,2,0,17000
Picture,127_PWPW_LF2_aislar.png,hit,2,8240,2,1549132,1,8418,2,0,17000
Picture,128_CSCS_LF2_enredo.png,hit,2,7470,2,1562461,1,7616,2,0,17000
Picture,130_PWPW_LF2_oidas.png,hit,2,6384,2,1574987,1,6514,2,0,17000
Picture,131_CSCS_HF2_origen.png,hit,2,6399,2,1586412,1,6614,2,0,17000
Picture,133_PWPW_HF2_ayudar.png,hit,2,5455,2,1597836,1,5712,3,0,17000
Picture,134_PWPW_LF2_prenda.png,incorrect,1,6692,2,1608359,1,6814,2,0,17000
Picture,135_RW_LowFRW_LF2_soplo.png,hit,1,6487,2,1620084,1,6614,2,0,17000
