Event Type,Code,Type,Response,RT,RT Uncertainty,Time,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur
Picture,1_PWPW_HF1_verano.png,hit,2,8188,2,192032,1,8318,2,0,17000
Picture,2_PWPW_LF1_racion.png,hit,2,9360,2,205260,1,9521,2,0,17000
Picture,3_CSCS_LF1_sastre.png,hit,2,7409,2,219691,1,7516,2,0,17000
Picture,4_RW_LowFRW_LF1_colcha.png,hit,1,7062,2,232118,1,7315,2,0,17000
Picture,5_PWPW_LF1_zombi.png,hit,2,6775,3,244244,1,6914,3,0,17000
Picture,6_RW_LowFRW_LF1_grueso.png,hit,1,5910,3,256069,1,6013,2,0,17000
Picture,7_RW_LowFRW_LF1_lienzo.png,hit,1,6347,2,266992,1,6514,2,0,17000
Picture,8_CSCS_LF1_petate.png,hit,2,4842,2,278417,1,5011,2,0,17000
Picture,10_PWPW_HF1_cocina.png,hit,2,6921,2,288338,1,7115,2,0,17000
Picture,11_PWPW_HF1_cielo.png,hit,2,6255,2,300364,1,6414,2,0,17000
Picture,12_RW_HighFRW_HF1_negro.png,hit,1,4611,2,311688,1,4710,2,0,17000
Picture,14_PWPW_HF1_valor.png,hit,2,6270,2,321309,1,6413,2,0,17000
Picture,15_PWPW_HF1_padre.png,hit,2,6785,3,332633,1,7015,2,0,17000
Picture,16_PWPW_HF1_morir.png,hit,2,5520,3,344458,1,5712,2,0,17000
Picture,17_PWPW_HF1_entrar.png,hit,2,8017,2,355081,1,8218,2,0,17000
Picture,21_PWPW_LF1_marmol.png,hit,2,7389,2,368109,1,7516,2,0,17000
Picture,22_CSCS_HF1_valor.png,hit,2,4963,3,380535,2,5111,3,0,17000
Picture,23_CSCS_HF1_futuro.png,hit,2,4461,2,390557,1,4610,2,0,17000
Picture,24_RW_LowFRW_LF1_furor.png,hit,1,5661,2,400077,1,5813,2,0,17000
Picture,25_PWPW_LF1_cauce.png,hit,2,6698,2,410800,1,6815,2,0,17000
Picture,26_PWPW_LF1_cebo.png,hit,2,5853,2,422525,1,5913,2,0,17000
Picture,27_PWPW_LF1_utero.png,hit,2,11168,3,433449,1,11324,2,0,17000
Picture,28_PWPW_LF1_copos.png,incorrect,1,6534,4,449683,2,6715,3,0,17000
Picture,29_RW_LowFRW_LF1_torax.png,hit,1,5789,2,461308,1,5913,2,0,17000
