Event Type,Code,Type,Response,RT,RT Uncertainty,Time,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur
Picture,1_RW_HighFRW_HF2_cinco.png,hit,1,12596,2,823,1,12727,2,0,17000
Picture,2_PWPW_HF2_joven.png,hit,2,66239,2,18460,1,17037,2,0,17000
Picture,3_RW_HighFRW_HF2_origen.png,hit,1,6505,3,89713,1,6714,2,0,17000
Picture,4_CSCS_HF2_blanco.png,hit,2,5300,2,101238,1,5511,2,0,17000
Picture,5_PWPW_HF2_amigo.png,hit,2,6738,2,111560,1,7015,2,0,17000
Picture,6_RW_HighFRW_HF2_vieja.png,hit,1,5553,2,123385,1,5712,2,0,17000
Picture,7_RW_HighFRW_HF2_salir.png,hit,1,5010,2,134008,1,5211,2,0,17000
Picture,9_PWPW_LF2_prenda.png,incorrect,1,10429,2,144029,1,10523,2,0,17000
Picture,10_CSCS_LF2_alcoba.png,hit,2,5296,2,159562,1,5412,2,0,17000
Picture,11_CSCS_HF2_cuarto.png,hit,2,7534,3,169884,2,7817,3,0,17000
Picture,14_CSCS_HF2_ganas.png,hit,2,6426,4,182511,2,6615,3,0,17000
Picture,15_RW_LowFRW_LF2_percha.png,hit,1,6181,2,194036,1,6314,2,0,17000
Picture,17_PWPW_HF2_contar.png,incorrect,1,5917,2,205260,1,6113,2,0,17000
Picture,18_RW_LowFRW_LF2_encaje.png,hit,1,6273,2,216184,1,6313,2,0,17000
Picture,19_RW_HighFRW_HF2_viento.png,hit,1,5589,2,227508,1,5812,2,0,17000
Picture,21_PWPW_HF2_comida.png,hit,2,6006,2,238131,1,6113,2,0,17000
Picture,22_RW_LowFRW_LF2_huerto.png,hit,1,5623,2,249154,1,5712,2,0,17000
Picture,23_PWPW_HF2_salud.png,hit,2,6659,3,259877,1,6815,2,0,17000
Picture,25_CSCS_LF2_enredo.png,hit,2,6054,3,271602,1,6113,2,0,17000
Picture,27_RW_LowFRW_LF2_enredo.png,hit,1,5810,3,282726,1,6013,2,0,17000
Picture,28_RW_LowFRW_LF2_nausea.png,hit,1,5787,2,293549,1,6013,2,0,17000
Picture,30_PWPW_HF2_blanco.png,hit,2,5604,2,304372,1,5813,2,0,17000
Picture,31_RW_LowFRW_LF2_trecho.png,hit,1,6181,2,314995,1,6314,2,0,17000
Picture,32_RW_LowFRW_LF2_rareza.png,hit,1,5357,2,326219,1,5612,2,0,17000
Picture,33_RW_LowFRW_LF2_antojo.png,hit,1,5575,2,336641,1,5713,2,0,17000
Picture,34_CSCS_LF2_cobijo.png,hit,2,5112,2,347264,1,5312,2,0,17000
Picture,35_CSCS_LF2_biceps.png,hit,2,5309,3,357386,1,5512,2,0,17000
Picture,37_PWPW_HF2_marcha.png,incorrect,1,5627,3,367708,1,5913,2,0,17000
Picture,38_RW_LowFRW_LF2_cursi.png,hit,1,5304,2,378431,1,5411,2,0,17000
Picture,39_PWPW_LF2_dorso.png,hit,2,6902,2,388753,1,7015,2,0,17000
Picture,40_PWPW_HF2_hijo.png,hit,2,6416,2,400679,1,6614,2,0,17000
Picture,41_PWPW_LF2_fauces.png,hit,2,7152,2,412103,1,7316,2,0,17000
Picture,42_RW_HighFRW_HF2_juego.png,hit,1,6526,2,424329,1,6715,2,0,17000
Picture,43_RW_LowFRW_LF2_rocio.png,hit,1,5381,2,435954,1,5512,2,0,17000
Picture,44_PWPW_HF2_conoce.png,hit,2,7038,3,446376,1,7316,2,0,17000
Picture,45_PWPW_LF2_yanqui.png,hit,2,6352,2,458502,1,6414,2,0,17000
Picture,46_PWPW_LF2_ladrar.png,hit,2,7167,2,469927,1,7416,2,0,17000
Picture,47_PWPW_LF2_trepar.png,hit,2,9661,2,482153,1,9721,2,0,17000
Picture,48_PWPW_HF2_subir.png,hit,2,7090,2,496884,1,7316,2,0,17000
Picture,49_RW_LowFRW_LF2_arder.png,hit,1,5364,2,509010,1,5512,2,0,17000
Picture,52_CSCS_HF2_contar.png,hit,2,5501,2,519433,1,5712,2,0,17000
Picture,53_CSCS_LF2_cutis.png,hit,2,12818,3,529955,1,12928,2,0,17000
Picture,54_RW_HighFRW_HF2_ayuda.png,hit,1,5860,3,547793,1,6114,2,0,17000
Picture,55_PWPW_HF2_piel.png,hit,2,7096,2,558717,1,7215,2,0,17000
Picture,56_PWPW_HF2_pelear.png,incorrect,1,6730,2,570843,1,6915,2,0,17000
Picture,58_RW_HighFRW_HF2_pensar.png,hit,1,5225,2,582668,1,5311,2,0,17000
Picture,59_RW_LowFRW_LF2_reja.png,hit,1,5303,2,592990,1,5412,2,0,17000
Picture,60_CSCS_HF2_motivo.png,hit,2,5781,2,603312,1,5913,2,0,17000
Picture,61_PWPW_LF2_mascar.png,hit,2,7758,2,614135,1,7817,2,0,17000
Picture,62_PWPW_LF2_larvas.png,hit,2,8209,3,626963,1,8418,2,0,17000
Picture,63_PWPW_LF2_gitana.png,hit,2,8981,3,640191,1,9120,2,0,17000
Picture,65_CSCS_HF2_sentir.png,hit,2,6311,2,654221,1,6514,2,0,17000
Picture,66_PWPW_HF2_cuenta.png,hit,2,13707,3,665545,2,13930,3,0,17000
Picture,67_PWPW_HF2_ataque.png,hit,2,8406,2,684286,1,8618,2,0,17000
Picture,68_RW_LowFRW_LF2_miope.png,incorrect,2,5378,2,697714,1,5512,2,0,17000
Picture,69_PWPW_HF2_detras.png,hit,2,11995,2,708137,1,12226,2,0,17000
Picture,70_RW_HighFRW_HF2_calor.png,hit,1,4878,3,725173,1,5111,2,0,17000
Picture,71_RW_LowFRW_LF2_cocido.png,hit,1,5437,3,735094,1,5612,2,0,17000
Picture,72_PWPW_LF2_cobijo.png,hit,2,6994,3,745617,1,7115,2,0,17000
Picture,73_RW_HighFRW_HF2_evitar.png,hit,1,5368,2,757643,1,5411,2,0,17000
Picture,74_PWPW_LF2_puas.png,hit,2,6306,2,768065,1,6514,2,0,17000
Picture,75_PWPW_HF2_tierra.png,hit,2,7142,2,779389,1,7216,2,0,17000
Picture,76_CSCS_LF2_ropero.png,hit,2,6116,2,791615,1,6314,2,0,17000
Picture,79_PWPW_LF2_oidas.png,hit,2,7472,2,802739,1,7516,2,0,17000
Picture,80_PWPW_LF2_cobro.png,hit,2,7265,2,815266,1,7516,2,0,17000
Picture,81_RW_LowFRW_LF2_rienda.png,hit,1,6058,3,827592,1,6214,2,0,17000
Picture,82_PWPW_LF2_casual.png,hit,2,7174,2,838716,1,7316,2,0,17000
Picture,83_PWPW_LF2_optar.png,hit,2,6788,2,850942,1,6915,2,0,17000
Picture,84_CSCS_HF2_tocar.png,hit,2,6562,2,862768,1,6614,2,0,17000
Picture,86_CSCS_LF2_hocico.png,hit,2,6377,2,874393,1,6614,2,0,17000
Picture,89_PWPW_LF2_naipes.png,hit,2,7193,2,885817,1,7416,2,0,17000
Picture,90_RW_HighFRW_HF2_prensa.png,hit,1,5607,2,898043,1,5813,2,0,17000
Picture,91_CSCS_LF2_cobro.png,hit,2,6023,3,908666,1,6213,2,0,17000
Picture,92_RW_HighFRW_HF2_nino.png,hit,1,5539,3,919790,1,5612,2,0,17000
Picture,93_RW_LowFRW_LF2_parir.png,hit,1,6117,4,930412,2,6314,3,0,17000
