Event Type,Code,Type,Response,RT,RT Uncertainty,Time,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur
Picture,1_PWPW_LF1_clero.png,hit,2,23306,2,5132,1,17036,2,0,17000
Picture,2_RW_LowFRW_LF1_chivo.png,hit,1,10064,3,33493,1,10422,2,0,17000
Picture,3_PWPW_HF1_padre.png,hit,2,8612,3,48625,1,9220,2,0,17000
Picture,4_PWPW_HF1_chica.png,hit,2,8183,3,62254,1,8519,2,0,17000
Picture,5_RW_HighFRW_HF1_color.png,hit,1,7434,2,75483,1,7817,2,0,17000
Picture,6_RW_LowFRW_LF1_suceso.png,hit,1,6667,2,88010,1,6814,2,0,17000
Picture,7_RW_LowFRW_LF1_minero.png,hit,1,7502,2,99735,1,7616,2,0,17000
Picture,8_RW_LowFRW_LF1_nocion.png,hit,1,7375,2,112262,1,7616,2,0,17000
Picture,9_RW_LowFRW_LF1_exigir.png,hit,1,7109,2,124688,1,7617,2,0,17000
Picture,10_PWPW_LF1_torax.png,hit,2,8503,2,136814,1,8819,2,0,17000
Picture,11_PWPW_LF1_grueso.png,hit,2,7774,2,150343,1,8118,2,0,17000
Picture,14_PWPW_LF1_danes.png,hit,2,9345,3,163171,1,9620,2,0,17000
Picture,15_RW_LowFRW_LF1_reptil.png,hit,1,8834,3,177602,1,9220,2,0,17000
Picture,16_PWPW_HF1_pedido.png,hit,2,8104,3,191532,1,8618,2,0,17000
Picture,17_RW_LowFRW_LF1_apice.png,hit,1,8016,2,204660,1,8418,2,0,17000
Picture,18_PWPW_HF1_siente.png,hit,2,7868,2,217688,1,8418,2,0,17000
Picture,19_CSCS_LF1_cuenca.png,hit,2,5901,3,230615,2,6314,3,0,17000
Picture,20_PWPW_LF1_minero.png,hit,2,7297,2,241539,1,7516,2,0,17000
Picture,21_PWPW_HF1_puesto.png,hit,2,6891,2,253865,1,7116,2,0,17000
Picture,22_RW_HighFRW_HF1_viejo.png,hit,1,6245,2,265791,1,6514,2,0,17000
Picture,23_PWPW_HF1_luchar.png,hit,2,7481,2,277115,1,7717,2,0,17000
Picture,25_RW_HighFRW_HF1_futuro.png,hit,1,6394,2,289642,1,6714,3,0,17000
Picture,26_PWPW_HF1_verano.png,hit,2,6328,3,301067,1,6814,2,0,17000
Picture,28_CSCS_HF1_piensa.png,hit,2,5624,3,312491,1,5813,2,0,17000
Picture,29_PWPW_LF1_cuenco.png,hit,2,5621,3,323214,1,5913,2,0,17000
Picture,31_PWPW_LF1_buey.png,hit,2,6098,2,333937,1,6414,2,0,17000
Picture,33_CSCS_LF1_censo.png,hit,2,5054,3,345061,1,5311,2,0,17000
Picture,35_PWPW_HF1_llevo.png,hit,2,5412,2,355183,1,5712,2,0,17000
Picture,37_CSCS_HF1_chica.png,hit,2,5230,2,365605,1,5412,2,0,17000
Picture,38_PWPW_LF1_pavor.png,hit,2,5708,2,375927,1,5913,2,0,17000
Picture,39_RW_HighFRW_HF1_llego.png,hit,1,6585,2,386650,1,6715,2,0,17000
Picture,40_RW_LowFRW_LF1_pudor.png,hit,1,7360,2,398275,1,7616,2,0,17000
Picture,41_PWPW_LF1_exigir.png,hit,2,6053,2,410702,1,6213,2,0,17000
Picture,42_PWPW_LF1_vicio.png,hit,2,7889,2,421826,1,8017,2,0,17000
Picture,43_CSCS_HF1_lucha.png,hit,2,5681,3,434753,1,5913,2,0,17000
Picture,44_CSCS_HF1_perder.png,hit,2,5759,2,445476,1,5913,2,0,17000
Picture,46_PWPW_LF1_sastre.png,hit,2,7175,4,456299,2,7416,3,0,17000
Picture,47_RW_LowFRW_LF1_coyote.png,hit,1,6948,2,468526,1,7115,2,0,17000
Picture,49_RW_LowFRW_LF1_coraza.png,hit,1,6843,4,480551,2,7116,3,0,17000
Picture,50_RW_HighFRW_HF1_tratar.png,hit,1,5317,2,492477,1,5512,2,0,17000
Picture,51_RW_HighFRW_HF1_venido.png,hit,1,5455,2,502899,1,5713,2,0,17000
