Event Type,Code,Type,Response,RT,RT Uncertainty,Time,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur
Picture,1_CSCS_HF2_anoche.png,hit,2,9251,2,78789,1,9320,2,0,17000
Picture,3_CSCS_HF2_contar.png,hit,2,4600,2,93120,1,4710,2,0,17000
Picture,4_CSCS_LF2_enredo.png,hit,2,3860,2,102740,1,3909,2,0,17000
Picture,7_CSCS_HF2_reloj.png,hit,2,3500,2,111659,1,3608,2,0,17000
Picture,8_PWPW_HF2_viento.png,hit,2,10981,2,120178,1,11023,2,0,17000
Picture,9_PWPW_LF2_ladrar.png,hit,2,8147,2,136212,1,8217,2,0,17000
Picture,10_CSCS_LF2_mascar.png,hit,2,4199,2,149440,1,4309,2,0,17000
Picture,11_RW_LowFRW_LF2_cobijo.png,hit,1,7699,2,158660,1,7817,2,0,17000
Picture,13_PWPW_HF2_sangre.png,hit,2,9612,2,171387,1,9721,2,0,17000
Picture,14_RW_HighFRW_HF2_sombra.png,hit,1,7620,2,186018,1,7717,2,0,17000
Picture,15_CSCS_LF2_encaje.png,hit,2,4993,2,198645,1,5111,2,0,17000
Picture,16_PWPW_HF2_campo.png,hit,2,7211,2,208667,1,7315,2,0,17000
Picture,17_PWPW_LF2_ropero.png,incorrect,1,11305,2,220893,1,11424,2,0,17000
Picture,18_RW_HighFRW_HF2_evitar.png,hit,1,6490,2,237228,1,6614,2,0,17000
Picture,19_PWPW_HF2_nino.png,hit,2,7285,2,248752,1,7416,2,0,17000
Picture,20_PWPW_LF2_antojo.png,hit,2,10398,2,261079,1,10522,2,0,17000
Picture,21_PWPW_HF2_humano.png,hit,2,7845,2,276512,1,7917,2,0,17000
Picture,24_RW_HighFRW_HF2_dinero.png,hit,1,6118,2,289439,1,6214,2,0,17000
Picture,25_RW_HighFRW_HF2_pueblo.png,hit,1,6834,2,300563,1,6915,2,0,17000
Picture,26_PWPW_HF2_creer.png,hit,2,6507,2,312489,1,6614,2,0,17000
Picture,27_PWPW_HF2_supone.png,hit,2,6344,2,324013,1,6414,2,0,17000
Picture,28_PWPW_LF2_lances.png,hit,2,6438,2,335438,1,6514,2,0,17000
Picture,29_PWPW_HF2_chico.png,hit,2,7554,2,346962,1,7617,2,0,17000
Picture,31_RW_LowFRW_LF2_rareza.png,hit,1,7807,2,359589,1,7917,2,0,17000
Picture,32_RW_HighFRW_HF2_casado.png,hit,1,6019,2,372417,1,6113,2,0,17000
Picture,33_PWPW_LF2_dorso.png,hit,2,6016,2,383540,1,6114,2,0,17000
Picture,34_RW_HighFRW_HF2_hijo.png,hit,1,10431,2,394564,1,10522,3,0,17000
Picture,35_PWPW_LF2_gitana.png,hit,2,6098,2,410097,1,6213,3,0,17000
Picture,36_PWPW_HF2_salud.png,hit,2,5054,2,421221,1,5111,2,0,17000
Picture,39_CSCS_LF2_hocico.png,hit,2,4692,2,431343,1,4810,2,0,17000
Picture,40_RW_LowFRW_LF2_azote.png,hit,1,6092,2,441063,1,6214,2,0,17000
Picture,41_CSCS_HF2_grupo.png,hit,2,5127,3,452187,1,5211,2,0,17000
Picture,44_PWPW_LF2_casual.png,hit,2,8585,3,462409,1,8618,2,0,17000
Picture,48_PWPW_HF2_contar.png,incorrect,1,8396,2,476038,1,8518,2,0,17000
Picture,50_PWPW_LF2_posar.png,hit,2,6487,2,489467,1,6614,2,0,17000
Picture,51_CSCS_HF2_viento.png,hit,2,4243,2,500991,1,4310,2,0,17000
Picture,53_RW_LowFRW_LF2_cerco.png,incorrect,2,7803,2,510311,1,7917,2,0,17000
Picture,54_CSCS_LF2_antojo.png,hit,2,4094,3,523139,1,4209,2,0,17000
Picture,56_PWPW_LF2_rienda.png,hit,2,8095,2,532258,1,8218,2,0,17000
Picture,57_PWPW_LF2_cobijo.png,hit,2,7927,2,545386,1,8017,2,0,17000
Picture,58_CSCS_LF2_eludir.png,hit,2,4179,2,558414,1,4309,2,0,17000
Picture,60_CSCS_HF2_amigo.png,hit,2,4559,2,567634,1,4610,2,0,17000
