Event Type,Code,Type,Response,RT,RT Uncertainty,Time,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur
Picture,1_PWPW_LF1_reptil.png,hit,2,7296,2,310888,1,7416,2,0,17000
Picture,3_RW_LowFRW_LF1_torax.png,hit,1,5770,3,323214,1,5913,2,0,17000
Picture,4_CSCS_HF1_imagen.png,hit,2,5107,2,334037,1,5312,2,0,17000
Picture,5_CSCS_HF1_unidad.png,hit,2,4825,3,344159,1,5011,2,0,17000
Picture,6_PWPW_HF1_morir.png,hit,2,5384,2,354080,1,5612,2,0,17000
Picture,7_RW_HighFRW_HF1_lucha.png,hit,1,4001,2,364503,1,4108,2,0,17000
Picture,8_CSCS_LF1_hachis.png,hit,2,4102,2,373522,1,4309,2,0,17000
Picture,10_PWPW_HF1_carcel.png,incorrect,1,4983,3,382641,2,5111,4,0,17000
Picture,11_PWPW_LF1_pavor.png,hit,2,6401,2,392663,1,6514,2,0,17000
Picture,12_RW_LowFRW_LF1_quicio.png,incorrect,2,7857,3,404087,2,8118,3,0,17000
Picture,13_RW_HighFRW_HF1_cocina.png,hit,1,4689,2,417015,1,4811,2,0,17000
Picture,14_PWPW_HF1_cuatro.png,hit,2,6407,3,426736,1,6514,2,0,17000
Picture,16_PWPW_LF1_ceniza.png,hit,2,6342,3,438161,1,6413,2,0,17000
Picture,17_RW_HighFRW_HF1_cambio.png,hit,1,4678,2,449585,1,4810,2,0,17000
Picture,19_RW_HighFRW_HF1_entrar.png,hit,1,5277,3,459306,1,5412,2,0,17000
Picture,20_PWPW_LF1_sastre.png,hit,2,6635,3,469628,1,6714,3,0,17000
Picture,22_PWPW_LF1_pecas.png,hit,2,6750,2,481353,1,7015,2,0,17000
Picture,23_CSCS_HF1_accion.png,hit,2,4844,2,493179,1,4910,2,0,17000
Picture,24_PWPW_HF1_bailar.png,hit,2,5323,2,503100,1,5411,3,0,17000
Picture,25_PWPW_LF1_clero.png,hit,2,5221,2,513522,1,5412,2,0,17000
Picture,26_RW_HighFRW_HF1_calle.png,hit,1,4819,2,523844,1,4911,2,0,17000
Picture,27_CSCS_HF1_carcel.png,hit,2,5857,2,533766,1,6013,2,0,17000
Picture,28_RW_HighFRW_HF1_carcel.png,hit,1,5334,2,544689,1,5412,2,0,17000
Picture,30_PWPW_HF1_chica.png,hit,2,4752,2,555111,1,4911,2,0,17000
Picture,33_RW_HighFRW_HF1_verano.png,hit,1,4610,4,564932,2,4711,3,0,17000
Picture,36_RW_LowFRW_LF1_ceder.png,hit,1,5710,2,574553,1,5813,2,0,17000
Picture,38_PWPW_HF1_semana.png,hit,2,5626,3,585276,1,5712,2,0,17000
Picture,39_RW_HighFRW_HF1_leche.png,hit,1,5703,3,595999,1,5813,2,0,17000
Picture,40_CSCS_LF1_clero.png,hit,2,4340,2,606722,1,4610,2,0,17000
Picture,41_PWPW_HF1_cambio.png,hit,2,5560,2,616142,1,5713,2,0,17000
Picture,42_RW_HighFRW_HF1_abuelo.png,hit,1,4537,2,626765,1,4610,2,0,17000
Picture,43_PWPW_LF1_colmo.png,hit,2,4596,2,636386,1,4710,2,0,17000
Picture,44_PWPW_HF1_pedido.png,hit,2,5136,2,646006,1,5212,2,0,17000
Picture,45_PWPW_HF1_cabeza.png,hit,2,5634,2,656228,1,5713,2,0,17000
Picture,46_PWPW_LF1_higos.png,hit,2,5071,2,666951,1,5312,2,0,17000
Picture,47_PWPW_LF1_cebo.png,hit,2,5109,2,677073,1,5211,2,0,17000
Picture,48_RW_LowFRW_LF1_copos.png,hit,1,6587,2,687195,1,6714,2,0,17000
Picture,50_PWPW_LF1_verja.png,hit,2,6002,2,698820,1,6213,2,0,17000
Picture,51_PWPW_HF1_feliz.png,hit,2,6018,3,709843,1,6113,2,0,17000
Picture,53_PWPW_LF1_vaciar.png,hit,2,5375,2,720967,1,5412,2,0,17000
Picture,55_RW_LowFRW_LF1_juncos.png,hit,1,6392,4,731389,2,6514,4,0,17000
Picture,56_CSCS_HF1_amiga.png,hit,2,4807,3,742814,1,5011,2,0,17000
Picture,57_CSCS_HF1_piensa.png,hit,2,4266,3,752635,1,4510,2,0,17000
Picture,58_RW_HighFRW_HF1_nombre.png,hit,1,5506,2,761955,1,5712,2,0,17000
