Event Type,Code,Type,Response,RT,RT Uncertainty,Time,Uncertainty,Duration,Uncertainty,ReqTime,ReqDur
Picture,1_PWPW_LF1_cactus.png,hit,2,7633,2,435152,1,7817,2,0,17000
Picture,3_PWPW_LF1_vereda.png,hit,2,7066,2,447879,1,7116,2,0,17000
Picture,5_PWPW_LF1_clero.png,hit,2,7580,2,460005,1,7817,2,0,17000
Picture,6_CSCS_HF1_rapido.png,hit,2,8632,3,472632,1,8819,2,0,17000
Picture,7_RW_HighFRW_HF1_negro.png,hit,1,6822,3,486362,1,7015,2,0,17000
Picture,8_CSCS_LF1_encias.png,hit,2,5617,3,498287,1,5813,2,0,17000
Picture,10_PWPW_HF1_padre.png,hit,2,7614,2,509010,1,7817,2,0,17000
Picture,11_RW_LowFRW_LF1_colcha.png,hit,1,6827,2,521637,1,7015,2,0,17000
Picture,12_RW_LowFRW_LF1_quicio.png,hit,1,8821,2,533563,1,9019,2,0,17000
Picture,13_PWPW_LF1_cuenco.png,hit,2,7872,2,547392,1,8118,2,0,17000
Picture,14_PWPW_HF1_verdad.png,hit,2,7504,2,560320,1,7616,2,0,17000
Picture,15_CSCS_HF1_amiga.png,hit,2,7936,3,572847,1,8017,2,0,17000
Picture,16_CSCS_HF1_feliz.png,hit,2,6988,3,585875,1,7215,2,0,17000
Picture,17_PWPW_LF1_nocion.png,hit,2,7682,3,597901,1,7816,2,0,17000
Picture,19_RW_LowFRW_LF1_copiar.png,hit,1,6795,2,610628,1,6915,2,0,17000
Picture,20_RW_LowFRW_LF1_danes.png,hit,1,7050,2,622453,1,7115,2,0,17000
Picture,22_RW_LowFRW_LF1_astros.png,hit,1,7084,2,634579,1,7216,2,0,17000
Picture,23_PWPW_HF1_seguir.png,hit,2,6238,2,646705,1,6514,2,0,17000
Picture,24_CSCS_LF1_grueso.png,hit,2,8033,3,658029,1,8218,2,0,17000
Picture,25_RW_HighFRW_HF1_nombre.png,hit,1,7145,3,671157,1,7316,2,0,17000
Picture,26_PWPW_HF1_puerto.png,hit,2,7318,2,683384,1,7415,2,0,17000
Picture,27_RW_HighFRW_HF1_cocina.png,hit,1,6512,2,695710,1,6714,2,0,17000
